M,d,A_star,rho_star
2,6.610091324200914,1.511504637671245,0.7557523188356225
2,6.632876712328768,1.5134120589731828,0.7567060294865914
2,6.655662100456621,1.5153037118462582,0.7576518559231291
2,6.6784474885844745,1.5171798017391869,0.7585899008695934
2,6.701232876712329,1.5190405304049917,0.7595202652024958
2,6.724018264840183,1.5208860959860873,0.7604430479930436
2,6.746803652968037,1.5227166930969687,0.7613583465484843
2,6.769589041095891,1.5245325129045864,0.7622662564522932
2,6.792374429223745,1.5263337432064779,0.7631668716032389
2,6.815159817351598,1.528120568506741,0.7640602842533705
2,6.8379452054794525,1.529893170089907,0.7649465850449535
2,6.860730593607306,1.5316517260927955,0.7658258630463978
2,6.88351598173516,1.5333964115744056,0.7666982057872028
2,6.906301369863014,1.535127398583913,0.7675636992919564
2,6.929086757990868,1.5368448562268326,0.7684224281134163
2,6.951872146118722,1.5385489507294068,0.7692744753647034
2,6.9746575342465755,1.5402398455012707,0.7701199227506353
2,6.99744292237443,1.5419177011964562,0.7709588505982281
2,7.020228310502283,1.543582675772781,0.7717913378863905
2,7.043013698630137,1.5452349245496788,0.7726174622748394
2,7.065799086757991,1.5468746002645126,0.7734373001322563
2,7.088584474885845,1.5485018531274228,0.7742509265637114
2,7.1113698630136986,1.550116830874757,0.7750584154373785
2,7.134155251141553,1.55171967882112,0.77585983941056
2,7.156940639269407,1.5533105399100866,0.7766552699550433
2,7.179726027397261,1.5548895547636232,0.7774447773818116
2,7.202511415525114,1.5564568617302525,0.7782284308651263
2,7.225296803652968,1.5580125969319991,0.7790062984659996
2,7.2480821917808225,1.5595568943101537,0.7797784471550768
2,7.270867579908676,1.561089885669894,0.780544942834947
2,7.29365296803653,1.5626117007237894,0.7813058503618947
2,7.316438356164384,1.564122467134228,0.782061233567114
2,7.339223744292238,1.5656223105547966,0.7828111552773983
2,7.362009132420091,1.56711135467064,0.78355567733532
2,7.3847945205479455,1.568589721237839,0.7842948606189195
2,7.4075799086758,1.5700575301218218,0.7850287650609109
2,7.430365296803653,1.5715148993348487,0.7857574496674243
2,7.453150684931507,1.5729619450725918,0.7864809725362959
2,7.475936073059361,1.574398781749834,0.787199390874917
2,7.498721461187215,1.5758255220353126,0.7879127610176563
2,7.5215068493150685,1.577242276885739,0.7886211384428695
2,7.544292237442923,1.5786491555790056,0.7893245777895028
2,7.567077625570777,1.5800462657466103,0.7900231328733052
2,7.58986301369863,1.5814337134053214,0.7907168567026607
2,7.612648401826484,1.5828116029880988,0.7914058014940494
2,7.635433789954338,1.584180037374295,0.7920900186871475
2,7.658219178082192,1.5855391179191576,0.7927695589595788
2,7.681004566210046,1.5868889444826468,0.7934444722413234
2,7.7037899543379,1.5882296154575943,0.7941148077287972
2,7.726575342465754,1.5895612277972118,0.7947806138986059
2,7.749360730593608,1.5908838770419773,0.7954419385209887
2,7.772146118721461,1.5921976573459073,0.7960988286729537
2,7.7949315068493155,1.5935026615022372,0.7967513307511186
2,7.81771689497717,1.5947989809685197,0.7973994904842598
2,7.840502283105023,1.5960867058911647,0.7980433529455824
2,7.863287671232877,1.5973659251294274,0.7986829625647137
2,7.886073059360731,1.5986367262788646,0.7993183631394323
2,7.908858447488585,1.5998991956942694,0.7999495978471347
2,7.9316438356164385,1.6011534185121037,0.8005767092560518
2,7.954429223744293,1.602399478672431,0.8011997393362155
2,7.977214611872147,1.6036374589403775,0.8018187294701887
2,8.0,1.6048674409271162,0.8024337204635581
4,3.01,1.0942866937599087,0.2735716734399772
4,3.0327853881278535,1.4033307890425903,0.3508326972606476
4,3.0555707762557076,1.586162528137629,0.39654063203440726
4,3.0783561643835613,1.7197796682239581,0.42994491705598953
4,3.1011415525114154,1.8260572234853678,0.45651430587134195
4,3.123926940639269,1.9146484922006728,0.4786621230501682
4,3.1467123287671233,1.9907527688836484,0.4976881922209121
4,3.169497716894977,2.057521239291887,0.5143803098229718
4,3.192283105022831,2.1170206881899705,0.5292551720474926
4,3.2150684931506848,2.1706859176267437,0.5426714794066859
4,3.2378538812785385,2.2195567192025543,0.5548891798006386
4,3.2606392694063926,2.26441243408673,0.5661031085216826
